"freqm";"freqf";"firstname";"totalfreq";"percm";"percf" 
5;90;"teighan";95;5.26315789473684;94.7368421052632
0;268;"teighlor";268;0;100
0;19;"teija";19;0;100
0;6;"teijah";6;0;100
0;16;"teika";16;0;100
0;310;"teila";310;0;100
0;17;"teilor";17;0;100
5;0;"tein";5;100;0
0;30;"teina";30;0;100
124;0;"teion";124;100;0
0;44;"teiona";44;0;100
0;54;"teionna";54;0;100
0;292;"teira";292;0;100
0;7;"teirney";7;0;100
0;389;"teirra";389;0;100
0;22;"teisa";22;0;100
0;1240;"teisha";1240;0;100
0;16;"teiya";16;0;100
534;0;"tej";534;100;0
73;571;"teja";644;11.3354037267081;88.6645962732919
0;97;"tejah";97;0;100
0;299;"tejal";299;0;100
41;0;"tejan";41;100;0
1145;0;"tejas";1145;100;0
6;0;"tejash";6;100;0
0;90;"tejasvi";90;0;100
0;10;"tejaswini";10;0;100
14;0;"tejaun";14;100;0
162;0;"tejay";162;100;0
16;0;"tejean";16;100;0
167;0;"tejon";167;100;0
68;0;"tejuan";68;100;0
0;23;"tejuana";23;0;100
19;0;"tejus";19;100;0
16;0;"tejveer";16;100;0
0;236;"teka";236;0;100
0;22;"tekara";22;0;100
0;59;"tekayla";59;0;100
0;23;"tekeema";23;0;100
0;5;"tekeira";5;0;100
0;149;"tekeisha";149;0;100
0;121;"tekela";121;0;100
0;67;"tekelia";67;0;100
0;5;"tekenya";5;0;100
0;19;"tekera";19;0;100
0;23;"tekeria";23;0;100
0;222;"tekesha";222;0;100
0;103;"tekeshia";103;0;100
0;10;"teketa";10;0;100
0;117;"tekeya";117;0;100
0;89;"tekeyah";89;0;100
0;21;"tekeyla";21;0;100
16;0;"tekhi";16;100;0
0;377;"tekia";377;0;100
0;57;"tekila";57;0;100
0;57;"tekira";57;0;100
0;340;"tekisha";340;0;100
0;5;"tekita";5;0;100
0;5;"tekiya";5;0;100
0;27;"tekiyah";27;0;100
0;377;"tekla";377;0;100
11;0;"teko";11;100;0
73;150;"tekoa";223;32.7354260089686;67.2645739910314
0;12;"tekoah";12;0;100
5;0;"tekulve";5;100;0
0;5;"tekyra";5;0;100
162;0;"tel";162;100;0
7;679;"tela";686;1.02040816326531;98.9795918367347
0;33;"telah";33;0;100
0;22;"telana";22;0;100
0;5;"telaya";5;0;100
0;5;"telaysia";5;0;100
0;129;"teleah";129;0;100
0;200;"telecia";200;0;100
0;304;"telena";304;0;100
0;108;"telesa";108;0;100
28;0;"telesfor";28;100;0
0;10;"telesfora";10;0;100
251;0;"telesforo";251;100;0
0;120;"telesha";120;0;100
0;54;"teleshia";54;0;100
0;95;"telesia";95;0;100
5;0;"telesphore";5;100;0
0;86;"teletha";86;0;100
0;18;"telethia";18;0;100
348;0;"telford";348;100;0
0;672;"telia";672;0;100
0;74;"teliah";74;0;100
0;5;"telica";5;0;100
0;489;"telicia";489;0;100
0;9;"teliea";9;0;100
0;281;"telina";281;0;100
5;0;"telio";5;100;0
0;1097;"telisa";1097;0;100
0;5;"telise";5;0;100
0;1182;"telisha";1182;0;100
0;6;"telishia";6;0;100
0;118;"telissa";118;0;100
0;194;"telitha";194;0;100
0;174;"teliyah";174;0;100
168;0;"tell";168;100;0
0;44;"tella";44;0;100
46;0;"tellas";46;100;0
42;0;"teller";42;100;0
45;0;"telley";45;100;0
0;11;"telli";11;0;100
5;52;"tellie";57;8.7719298245614;91.2280701754386
285;0;"tellis";285;100;0
1497;82;"telly";1579;94.8068397720076;5.1931602279924
7;0;"tellys";7;100;0
0;255;"telma";255;0;100
0;11;"telor";11;0;100
0;74;"telsa";74;0;100
0;5;"telsha";5;0;100
542;0;"telvin";542;100;0
21;0;"telvis";21;100;0
0;151;"tema";151;0;100
0;31;"temaka";31;0;100
5;0;"teman";5;100;0
10;10;"temani";20;50;50
13;0;"temar";13;100;0
0;61;"temara";61;0;100
8;0;"temarcus";8;100;0
5;63;"temari";68;7.35294117647059;92.6470588235294
0;7;"temaria";7;0;100
22;0;"temarion";22;100;0
0;21;"tember";21;0;100
0;93;"temeca";93;0;100
0;6;"temecia";6;0;100
0;7;"temecka";7;0;100
0;5;"temeeka";5;0;100
0;54;"temeika";54;0;100
5;1414;"temeka";1419;0.352360817477097;99.6476391825229
0;259;"temekia";259;0;100
0;5;"temeko";5;0;100
0;31;"temera";31;0;100
0;5;"temesa";5;0;100
50;0;"temesgen";50;100;0
0;131;"temesha";131;0;100
0;38;"temeshia";38;0;100
0;5;"temetria";5;0;100
0;5;"temetrius";5;0;100
0;10;"temi";10;0;100
0;164;"temia";164;0;100
0;150;"temica";150;0;100
0;19;"temicka";19;0;100
44;15;"temidayo";59;74.5762711864407;25.4237288135593
0;911;"temika";911;0;100
0;7;"temikia";7;0;100
0;17;"temiko";17;0;100
0;7;"temilade";7;0;100
0;6;"temilayo";6;0;100
0;31;"temilola";31;0;100
109;181;"temiloluwa";290;37.5862068965517;62.4137931034483
0;186;"temima";186;0;100
0;11;"temira";11;0;100
0;104;"temisha";104;0;100
71;39;"temitayo";110;64.5454545454545;35.4545454545455
118;240;"temitope";358;32.9608938547486;67.0391061452514
0;5;"temkia";5;0;100
0;7;"temmy";7;0;100
5;0;"temon";5;100;0
0;51;"tempa";51;0;100
0;44;"tempe";44;0;100
0;2507;"temperance";2507;0;100
0;72;"temperence";72;0;100
0;11;"tempess";11;0;100
0;5;"tempesst";5;0;100
0;1168;"tempest";1168;0;100
0;643;"tempestt";643;0;100
0;1405;"tempie";1405;0;100
794;1432;"temple";2226;35.6693620844564;64.3306379155436
11;0;"templeton";11;100;0
0;140;"temprance";140;0;100
0;105;"temprence";105;0;100
0;18;"tempress";18;0;100
0;5;"temprince";5;0;100
0;10;"temprynce";10;0;100
0;5;"tempsett";5;0;100
0;30;"tempy";30;0;100
0;13;"temre";13;0;100
6;0;"temuge";6;100;0
52;0;"temujin";52;100;0
41;0;"temur";41;100;0
5;0;"temuujin";5;100;0
7;0;"temuulen";7;100;0
0;38;"temya";38;0;100
0;7412;"tena";7412;0;100
0;136;"tenae";136;0;100
0;43;"tenaj";43;0;100
0;29;"tenaja";29;0;100
0;11;"tenajah";11;0;100
0;5;"tenara";5;0;100
0;24;"tenasha";24;0;100
0;79;"tenasia";79;0;100
0;44;"tenay";44;0;100
0;912;"tenaya";912;0;100
0;5;"tenayah";5;0;100
5;0;"tench";5;100;0
10;0;"tenchi";10;100;0
0;5;"tency";5;0;100
5;0;"tendai";5;100;0
0;5;"tendra";5;0;100
0;5;"tendria";5;0;100
0;324;"tene";324;0;100
0;168;"tenea";168;0;100
0;39;"teneal";39;0;100
0;5;"teneasha";5;0;100
0;5;"teneca";5;0;100
0;301;"tenecia";301;0;100
0;91;"tenee";91;0;100
0;5;"teneeka";5;0;100
0;5;"teneesha";5;0;100
0;29;"teneeshia";29;0;100
0;6;"teneha";6;0;100
0;5;"teneia";5;0;100
0;19;"teneika";19;0;100
0;73;"teneil";73;0;100
0;5;"teneile";5;0;100
0;50;"teneille";50;0;100
0;430;"teneisha";430;0;100
0;508;"teneka";508;0;100
0;5;"teneke";5;0;100
0;7;"tenell";7;0;100
0;67;"tenelle";67;0;100
0;34;"tenequa";34;0;100
0;46;"tenesa";46;0;100
0;1438;"tenesha";1438;0;100
0;558;"teneshia";558;0;100
0;169;"tenesia";169;0;100
0;74;"tenessa";74;0;100
0;44;"teneya";44;0;100
354;0;"teng";354;100;0
5;0;"tengis";5;100;0
0;6;"teni";6;0;100
0;975;"tenia";975;0;100
0;34;"teniah";34;0;100
0;37;"tenica";37;0;100
0;6;"tenice";6;0;100
0;5;"tenicha";5;0;100
0;139;"tenicia";139;0;100
0;11;"tenicka";11;0;100
0;5;"tenie";5;0;100
0;5;"teniel";5;0;100
0;24;"tenielle";24;0;100
0;49;"teniesha";49;0;100
0;5;"tenijah";5;0;100
0;1029;"tenika";1029;0;100
0;25;"tenile";25;0;100
0;955;"tenille";955;0;100
0;7;"tenina";7;0;100
5;112;"teniola";117;4.27350427350427;95.7264957264957
0;125;"teniqua";125;0;100
0;19;"tenisa";19;0;100
0;301;"tenise";301;0;100
0;3501;"tenisha";3501;0;100
0;137;"tenishia";137;0;100
0;219;"tenita";219;0;100
0;226;"teniya";226;0;100
0;179;"teniyah";179;0;100
0;218;"tenlee";218;0;100
0;175;"tenleigh";175;0;100
0;4952;"tenley";4952;0;100
0;32;"tenli";32;0;100
0;20;"tenlie";20;0;100
0;27;"tenly";27;0;100
0;559;"tenna";559;0;100
0;10;"tennasyn";10;0;100
0;8;"tenneal";8;0;100
0;5;"tenneh";5;0;100
0;12;"tenneil";12;0;100
0;5;"tenneill";5;0;100
0;5;"tenneille";5;0;100
5;13;"tennell";18;27.7777777777778;72.2222222222222
0;64;"tennelle";64;0;100
0;15;"tenner";15;0;100
0;6;"tennesha";6;0;100
0;5;"tennesia";5;0;100
216;597;"tennessee";813;26.5682656826568;73.4317343173432
0;36;"tennia";36;0;100
19;2087;"tennie";2106;0.902184235517569;99.0978157644824
0;11;"tenniel";11;0;100
0;13;"tennielle";13;0;100
0;132;"tennile";132;0;100
0;5;"tennill";5;0;100
15;2172;"tennille";2187;0.685871056241427;99.3141289437586
0;7;"tennillie";7;0;100
202;0;"tennis";202;100;0
0;44;"tennisha";44;0;100
17;7;"tennison";24;70.8333333333333;29.1666666666667
0;40;"tennley";40;0;100
31;39;"tenny";70;44.2857142857143;55.7142857142857
898;230;"tennyson";1128;79.6099290780142;20.3900709219858
174;0;"tenoch";174;100;0
25;0;"tenor";25;100;0
0;5;"tenora";5;0;100
0;15;"tensie";15;0;100
0;5;"tenslee";5;0;100
0;155;"tensley";155;0;100
16;0;"tenuun";16;100;0
0;10;"teny";10;0;100
0;82;"tenya";82;0;100
0;6;"tenyah";6;0;100
0;5;"tenyce";5;0;100
0;7;"tenyia";7;0;100
1074;812;"tenzin";1886;56.9459172852598;43.0540827147402
59;16;"tenzing";75;78.6666666666667;21.3333333333333
0;6;"tenzley";6;0;100
1132;0;"teo";1132;100;0
168;0;"teodor";168;100;0
0;1141;"teodora";1141;0;100
3004;0;"teodoro";3004;100;0
48;0;"teodulo";48;100;0
68;0;"teofil";68;100;0
0;80;"teofila";80;0;100
994;0;"teofilo";994;100;0
0;198;"teola";198;0;100
50;0;"teoman";50;100;0
920;15;"teon";935;98.3957219251337;1.60427807486631
0;869;"teona";869;0;100
0;115;"teondra";115;0;100
66;0;"teondre";66;100;0
0;15;"teoni";15;0;100
0;104;"teonia";104;0;100
0;1088;"teonna";1088;0;100
0;5;"teonni";5;0;100
8;0;"teontae";8;100;0
15;0;"teonte";15;100;0
0;119;"teosha";119;0;100
0;11;"teoshia";11;0;100
0;5;"tepanga";5;0;100
0;135;"tephanie";135;0;100
11;0;"tephen";11;100;0
5;0;"teppei";5;100;0
396;0;"tequan";396;100;0
0;5;"tequana";5;0;100
7;0;"tequarius";7;100;0
0;5;"tequela";5;0;100
0;5;"tequella";5;0;100
0;17;"tequesta";17;0;100
0;68;"tequia";68;0;100
0;2134;"tequila";2134;0;100
0;6;"tequilia";6;0;100
0;840;"tequilla";840;0;100
0;5;"tequira";5;0;100
0;90;"tequisha";90;0;100
0;150;"tequita";150;0;100
0;71;"tequlia";71;0;100
0;11;"tequoia";11;0;100
0;9794;"tera";9794;0;100
5;5;"terae";10;50;50
43;1363;"terah";1406;3.05832147937411;96.9416785206259
0;47;"teraji";47;0;100
5;0;"teral";5;100;0
62;0;"terald";62;100;0
0;5;"teralee";5;0;100
0;220;"teralyn";220;0;100
0;16;"teralynn";16;0;100
355;185;"teran";540;65.7407407407407;34.2592592592593
2787;0;"terance";2787;100;0
0;5;"terani";5;0;100
0;6;"teranique";6;0;100
0;367;"terasa";367;0;100
0;10;"terase";10;0;100
0;13;"terasha";13;0;100
17;0;"teray";17;100;0
12;0;"tercel";12;100;0
13;0;"terdell";13;100;0
6;385;"tere";391;1.53452685421995;98.4654731457801
0;195;"terea";195;0;100
12;0;"tereance";12;100;0
0;20;"tereas";20;0;100
0;1415;"tereasa";1415;0;100
0;66;"terease";66;0;100
0;28;"tereatha";28;0;100
0;16;"tereca";16;0;100
0;11;"terece";11;0;100
0;91;"terecia";91;0;100
0;43;"terecita";43;0;100
0;29;"teree";29;0;100
267;0;"terek";267;100;0
0;107;"tereka";107;0;100
145;0;"terel";145;100;0
2585;38;"terell";2623;98.5512771635532;1.44872283644682
352;5;"terelle";357;98.5994397759104;1.40056022408964
5;0;"teremy";5;100;0
122;57;"teren";179;68.1564245810056;31.8435754189944
0;565;"terena";565;0;100
33726;170;"terence";33896;99.4984658956809;0.501534104319094
0;10;"terene";10;0;100
0;15;"terenia";15;0;100
0;5;"terenna";5;0;100
5;0;"tereon";5;100;0
0;45;"teres";45;0;100
1164;410575;"teresa";411739;0.282703363052808;99.7172966369472
0;5;"teresaann";5;0;100
0;6469;"terese";6469;0;100
0;460;"teresea";460;0;100
0;150;"teresha";150;0;100
0;1133;"teresia";1133;0;100
0;163;"teresina";163;0;100
0;3246;"teresita";3246;0;100
0;17;"tereska";17;0;100
140;0;"tereso";140;100;0
0;6443;"teressa";6443;0;100
0;39;"teressia";39;0;100
0;665;"teretha";665;0;100
0;11;"tereva";11;0;100
386;146;"terez";532;72.5563909774436;27.4436090225564
0;720;"tereza";720;0;100
214;43899;"teri";44113;0.485117765737991;99.514882234262
0;582;"teria";582;0;100
0;70;"teriah";70;0;100
0;240;"teriana";240;0;100
0;176;"teriann";176;0;100
0;92;"terianna";92;0;100
0;69;"terianne";69;0;100
54;0;"teric";54;100;0
0;1033;"terica";1033;0;100
0;16;"terice";16;0;100
50;0;"terick";50;100;0
0;151;"tericka";151;0;100
5;0;"terico";5;100;0
0;355;"terie";355;0;100
114;0;"terik";114;100;0
0;637;"terika";637;0;100
0;28;"terilee";28;0;100
0;622;"terilyn";622;0;100
0;120;"terilynn";120;0;100
181;343;"terin";524;34.5419847328244;65.4580152671756
0;1148;"terina";1148;0;100
219;0;"terion";219;100;0
0;31;"teriona";31;0;100
0;20;"terionna";20;0;100
59;0;"teriq";59;100;0
68;0;"terique";68;100;0
5;0;"teris";5;100;0
0;1030;"terisa";1030;0;100
0;28;"terise";28;0;100
0;155;"terisha";155;0;100
0;239;"terissa";239;0;100
0;96;"terita";96;0;100
87;0;"terius";87;100;0
0;6;"teriya";6;0;100
0;68;"teriyah";68;0;100
0;6;"teriyana";6;0;100
11;0;"termain";11;100;0
672;13;"termaine";685;98.1021897810219;1.8978102189781
10;0;"termayne";10;100;0
5;0;"termell";5;100;0
5;0;"ternell";5;100;0
0;12;"ternesha";12;0;100
0;28;"ternisha";28;0;100
945;0;"teron";945;100;0
0;19;"teronda";19;0;100
40;0;"terone";40;100;0
0;23;"teronica";23;0;100
5;0;"terr";5;100;0
5;14686;"terra";14691;0.0340344428561704;99.9659655571438
714;107;"terrace";821;86.9671132764921;13.0328867235079
0;10;"terrae";10;0;100
0;653;"terrah";653;0;100
40;0;"terrail";40;100;0
5;0;"terrain";5;100;0
5;5;"terraine";10;50;50
586;20;"terral";606;96.6996699669967;3.3003300330033
130;0;"terrall";130;100;0
0;117;"terralyn";117;0;100
0;5;"terralynn";5;0;100
1353;554;"terran";1907;70.9491347666492;29.0508652333508
6;0;"terranc";6;100;0
68314;750;"terrance";69064;98.9140507355496;1.08594926445036
5;0;"terrane";5;100;0
0;5;"terraneisha";5;0;100
0;6;"terranesha";6;0;100
0;16;"terranisha";16;0;100
11;0;"terray";11;100;0
0;5;"terrayne";5;0;100
99;838;"terre";937;10.5656350053362;89.4343649946638
0;92;"terrea";92;0;100
5;0;"terreal";5;100;0
54;0;"terreance";54;100;0
0;100;"terree";100;0;100
0;12;"terreka";12;0;100
2893;81;"terrel";2974;97.2763954270343;2.7236045729657
34978;1585;"terrell";36563;95.6650165467823;4.33498345321773
568;34;"terrelle";602;94.3521594684385;5.64784053156146
520;169;"terren";689;75.4716981132076;24.5283018867925
0;53;"terrena";53;0;100
70818;527;"terrence";71345;99.2613357628425;0.738664237157474
0;25;"terrencia";25;0;100
95;0;"terreon";95;100;0
0;1571;"terresa";1571;0;100
0;12;"terresha";12;0;100
0;5;"terresia";5;0;100
0;401;"terressa";401;0;100
161;0;"terrez";161;100;0
916;145819;"terri";146735;0.624254608648243;99.3757453913518
0;1059;"terria";1059;0;100
0;135;"terriah";135;0;100
28;0;"terrial";28;100;0
261;119;"terrian";380;68.6842105263158;31.3157894736842
0;602;"terriana";602;0;100
24;0;"terriance";24;100;0
0;505;"terriann";505;0;100
0;361;"terrianna";361;0;100
0;227;"terrianne";227;0;100
0;10;"terriauna";10;0;100
36;0;"terric";36;100;0
0;1406;"terrica";1406;0;100
15;15;"terrice";30;50;50
0;5;"terricia";5;0;100
818;0;"terrick";818;100;0
0;210;"terricka";210;0;100
35;0;"terrico";35;100;0
338;19710;"terrie";20048;1.68595371109338;98.3140462889066
5;0;"terriek";5;100;0
32;5;"terriel";37;86.4864864864865;13.5135135135135
5;0;"terriell";5;100;0
0;17;"terrielle";17;0;100
0;11;"terrijo";11;0;100
29;0;"terrik";29;100;0
0;570;"terrika";570;0;100
512;83;"terril";595;86.0504201680672;13.9495798319328
0;154;"terrilee";154;0;100
4277;714;"terrill";4991;85.6942496493689;14.3057503506311
0;930;"terrilyn";930;0;100
0;419;"terrilynn";419;0;100
0;5;"terrilynne";5;0;100
547;394;"terrin";941;58.1296493092455;41.8703506907545
0;420;"terrina";420;0;100
0;5;"terrineka";5;0;100
21;0;"terrio";21;100;0
1416;111;"terrion";1527;92.7308447937132;7.26915520628684
0;358;"terriona";358;0;100
0;240;"terrionna";240;0;100
9;0;"terriq";9;100;0
5;0;"terrique";5;100;0
829;143;"terris";972;85.2880658436214;14.7119341563786
0;287;"terrisa";287;0;100
0;130;"terrisha";130;0;100
12;0;"terriss";12;100;0
0;5;"terrissa";5;0;100
0;25;"territa";25;0;100
162;0;"terrius";162;100;0
0;12;"terriya";12;0;100
0;100;"terriyah";100;0;100
0;15;"terriyana";15;0;100
5;0;"terriyon";5;100;0
0;12;"terrlyn";12;0;100
16;0;"terrod";16;100;0
42;0;"terrol";42;100;0
0;5;"terrolyn";5;0;100
2371;32;"terron";2403;98.6683312526009;1.33166874739908
0;5;"terronda";5;0;100
6;0;"terrone";6;100;0
421992;96870;"terry";518862;81.3302959168334;18.6697040831666
0;15;"terryana";15;0;100
0;118;"terryann";118;0;100
0;5;"terryanna";5;0;100
0;485;"terrye";485;0;100
23;0;"terryion";23;100;0
740;717;"terryl";1457;50.7892930679478;49.2107069320522
0;8;"terrylea";8;0;100
10;30;"terrylee";40;25;75
0;33;"terrylynn";33;0;100
186;507;"terryn";693;26.8398268398268;73.1601731601732
255;0;"terryon";255;100;0
0;10;"terryona";10;0;100
0;17;"terryonna";17;0;100
0;222;"tersa";222;0;100
0;73;"tersea";73;0;100
0;30;"tersia";30;0;100
0;10;"tertia";10;0;100
6;0;"tertius";6;100;0
0;405;"teruko";405;0;100
274;0;"teruo";274;100;0
0;11;"teruyo";11;0;100
5;0;"tervell";5;100;0
5;0;"tervin";5;100;0
21;0;"tervon";21;100;0
131;34;"tery";165;79.3939393939394;20.6060606060606
0;7;"terykah";7;0;100
263;779;"teryl";1042;25.2399232245681;74.7600767754319
256;1271;"teryn";1527;16.7648984937787;83.2351015062214
0;6;"terynn";6;0;100
5;0;"teryon";5;100;0
0;5;"tes";5;0;100
0;1348;"tesa";1348;0;100
126;0;"tesean";126;100;0
38;0;"tesfa";38;100;0
0;1804;"tesha";1804;0;100
0;17;"teshana";17;0;100
0;56;"teshara";56;0;100
202;0;"teshaun";202;100;0
0;21;"teshauna";21;0;100
343;26;"teshawn";369;92.9539295392954;7.04607046070461
0;54;"teshawna";54;0;100
0;5;"teshayla";5;0;100
0;13;"tesheena";13;0;100
0;11;"tesheka";11;0;100
0;5;"teshena";5;0;100
12;0;"tesher";12;100;0
0;452;"teshia";452;0;100
0;6;"teshika";6;0;100
0;12;"teshima";12;0;100
0;5;"teshina";5;0;100
0;5;"teshira";5;0;100
50;0;"teshon";50;100;0
0;1069;"tesia";1069;0;100
65;2162;"tesla";2227;2.91872474180512;97.0812752581949
0;5;"tesley";5;0;100
0;35;"teslyn";35;0;100
0;71;"tesneem";71;0;100
0;13410;"tess";13410;0;100
13;45738;"tessa";45751;0.0284146794605582;99.9715853205394
0;249;"tessah";249;0;100
0;6;"tessalee";6;0;100
0;22;"tessalyn";22;0;100
0;12;"tessalynn";12;0;100
0;19;"tessanne";19;0;100
0;15;"tesse";15;0;100
0;69;"tessi";69;0;100
0;371;"tessia";371;0;100
0;7;"tessibel";7;0;100
0;229;"tessica";229;0;100
10;9057;"tessie";9067;0.110290062865336;99.8897099371347
0;200;"tessla";200;0;100
0;5;"tessley";5;0;100
0;54;"tesslyn";54;0;100
0;11;"tesslynn";11;0;100
0;194;"tessy";194;0;100
0;7;"testimony";7;0;100
0;10;"tetra";10;0;100
5;0;"tetsu";5;100;0
268;0;"tetsuo";268;100;0
6;0;"tetsuro";6;100;0
12;0;"tetsuya";12;100;0
0;54;"teuila";54;0;100
0;6;"teuna";6;0;100
0;43;"teuta";43;0;100
16;119;"teva";135;11.8518518518519;88.1481481481482
279;0;"tevan";279;100;0
18;0;"tevante";18;100;0
12;0;"tevaris";12;100;0
5;0;"tevarus";5;100;0
56;0;"tevaughn";56;100;0
5;0;"tevell";5;100;0
281;0;"teven";281;100;0
10;0;"teveon";10;100;0
6;0;"tevez";6;100;0
15;0;"tevian";15;100;0
10918;59;"tevin";10977;99.4625125261911;0.537487473808873
181;0;"tevion";181;100;0
485;64;"tevis";549;88.3424408014572;11.6575591985428
694;0;"tevita";694;100;0
1003;0;"tevon";1003;100;0
36;0;"tevonte";36;100;0
0;6;"tevy";6;0;100
5;0;"tevye";5;100;0
246;5;"tevyn";251;98.00796812749;1.99203187250996
0;73;"tewana";73;0;100
0;35;"tewanda";35;0;100
0;55;"tewanna";55;0;100
1907;11;"tex";1918;99.4264859228363;0.573514077163712
0;46;"texana";46;0;100
0;179;"texanna";179;0;100
363;163;"texas";526;69.0114068441065;30.9885931558935
0;545;"texie";545;0;100
0;1114;"teya";1114;0;100
0;330;"teyah";330;0;100
0;5;"teyahna";5;0;100
0;725;"teyana";725;0;100
0;5;"teyanah";5;0;100
0;11;"teyani";11;0;100
0;515;"teyanna";515;0;100
5;0;"teyden";5;100;0
15;27;"teygan";42;35.7142857142857;64.2857142857143
0;20;"teyha";20;0;100
0;239;"teyla";239;0;100
0;16;"teylar";16;0;100
0;18;"teyler";18;0;100
45;341;"teylor";386;11.6580310880829;88.3419689119171
52;0;"teyo";52;100;0
189;0;"teyon";189;100;0
0;308;"teyona";308;0;100
0;25;"teyonce";25;0;100
0;5;"teyonda";5;0;100
0;430;"teyonna";430;0;100
5;0;"teysean";5;100;0
0;13;"teysha";13;0;100
81;0;"teyton";81;100;0
19;0;"teyvon";19;100;0
0;56;"tezra";56;0;100
18;15;"tha";33;54.5454545454545;45.4545454545455
5;0;"thabit";5;100;0
16;0;"thabiti";16;100;0
11;0;"thach";11;100;0
14;0;"thacher";14;100;0
24;0;"thackery";24;100;0
7923;5;"thad";7928;99.9369323915237;0.0630676084762866
0;11;"thada";11;0;100
145;0;"thadd";145;100;0
887;0;"thaddaeus";887;100;0
11;0;"thaddaus";11;100;0
0;5;"thaddea";5;0;100
138;0;"thaddeaus";138;100;0
45;0;"thaddeous";45;100;0
23015;32;"thaddeus";23047;99.8611532954397;0.138846704560246
10;0;"thaddis";10;100;0
568;0;"thaddius";568;100;0
55;0;"thaddues";55;100;0
86;0;"thaddus";86;100;0
27;0;"thade";27;100;0
55;0;"thaden";55;100;0
18;0;"thadeo";18;100;0
17;0;"thadeous";17;100;0
1086;0;"thadeus";1086;100;0
0;5;"thadine";5;0;100
31;0;"thadis";31;100;0
487;0;"thadius";487;100;0
11;0;"thadus";11;100;0
61;0;"thaer";61;100;0
1133;190;"thai";1323;85.6386999244142;14.3613000755858
12;0;"thaiden";12;100;0
0;92;"thaila";92;0;100
124;0;"thailan";124;100;0
102;10;"thailand";112;91.0714285714286;8.92857142857143
0;7;"thailee";7;0;100
5;0;"thailen";5;100;0
33;6;"thailer";39;84.6153846153846;15.3846153846154
0;19;"thailia";19;0;100
0;286;"thaily";286;0;100
10;75;"thailyn";85;11.7647058823529;88.2352941176471
0;16;"thailynn";16;0;100
5;0;"thain";5;100;0
0;26;"thaina";26;0;100
166;0;"thaine";166;100;0
12;0;"thair";12;100;0
0;1984;"thais";1984;0;100
0;5;"thaisa";5;0;100
0;15;"thaisha";15;0;100
56;0;"thaison";56;100;0
0;5;"thaissa";5;0;100
0;54;"thaiz";54;0;100
5;0;"thaj";5;100;0
0;10;"thala";10;0;100
15;0;"thalamus";15;100;0
0;6;"thalassa";6;0;100
0;37;"thaleia";37;0;100
5;0;"thalen";5;100;0
75;0;"thales";75;100;0
0;12582;"thalia";12582;0;100
0;28;"thaliah";28;0;100
0;8;"thaliana";8;0;100
0;13;"thalina";13;0;100
0;16;"thalita";16;0;100
0;10;"thaliya";10;0;100
0;45;"thaliyah";45;0;100
0;11;"thalma";11;0;100
29;0;"thalmus";29;100;0
0;138;"thalya";138;0;100
19;0;"thaman";19;100;0
5;85;"thamar";90;5.55555555555556;94.4444444444444
0;219;"thamara";219;0;100
91;0;"thamas";91;100;0
18;0;"thamer";18;100;0
5;0;"thames";5;100;0
0;5;"thamia";5;0;100
5;0;"thamos";5;100;0
36;0;"than";36;100;0
0;68;"thana";68;0;100
5;0;"thanasi";5;100;0
0;36;"thandi";36;0;100
0;13;"thandie";13;0;100
0;100;"thandiwe";100;0;100
2225;0;"thane";2225;100;0
488;12;"thang";500;97.6;2.4
1087;650;"thanh";1737;62.5791594703512;37.4208405296488
5;0;"thanhphong";5;100;0
0;5;"thanhtruc";5;0;100
0;1344;"thania";1344;0;100
56;0;"thaniel";56;100;0
0;22;"thanna";22;0;100
48;0;"thanos";48;100;0
0;63;"thanvi";63;0;100
0;249;"thanya";249;0;100
192;1035;"thao";1227;15.6479217603912;84.3520782396088
0;163;"thara";163;0;100
9;0;"tharan";9;100;0
5;0;"tharel";5;100;0
43;0;"tharen";43;100;0
11;0;"tharin";11;100;0
476;167;"tharon";643;74.0279937791602;25.9720062208398
6;0;"tharron";6;100;0
69;0;"tharun";69;100;0
0;12;"thary";12;0;100
5;0;"tharyn";5;100;0
0;22;"thasha";22;0;100
2696;11;"thatcher";2707;99.5936461026967;0.406353897303288
0;68;"thatiana";68;0;100
0;17;"thavy";17;0;100
0;5;"thawann";5;0;100
26;0;"thawng";26;100;0
5;0;"thaxter";5;100;0
119;0;"thaxton";119;100;0
0;6;"thaya";6;0;100
146;0;"thayden";146;100;0
1100;66;"thayer";1166;94.3396226415094;5.66037735849057
0;5;"thayla";5;0;100
0;6;"thayle";6;0;100
0;6;"thayli";6;0;100
0;5;"thaylia";5;0;100
0;5;"thayna";5;0;100
1314;0;"thayne";1314;100;0
0;5;"thays";5;0;100
5;0;"the";5;100;0
5;10457;"thea";10462;0.0477920091760658;99.9522079908239
0;36;"theada";36;0;100
45;0;"theado";45;100;0
86;0;"theador";86;100;0
0;839;"theadora";839;0;100
3867;0;"theadore";3867;100;0
0;5;"theanna";5;0;100
31;0;"thearon";31;100;0
0;21;"thearsa";21;0;100
5;0;"thearthur";5;100;0
22;0;"theartis";22;100;0
0;12;"theary";12;0;100
0;11;"theatus";11;0;100
0;21;"theckla";21;0;100
0;257;"thecla";257;0;100
0;6473;"theda";6473;0;100
153;0;"thedford";153;100;0
0;16;"thedis";16;0;100
0;103;"thedora";103;0;100
1132;0;"thedore";1132;100;0
0;6;"thedosia";6;0;100
0;15;"thedra";15;0;100
0;10;"thedy";10;0;100
