,name_raw,name,actual,score_actual,guess_orig,score_orig,guess_naive,score_naive,guess_complex,score_complex,dif_orig_naive,dif_orig_complex,dif_naive_complex,,dif_act_orig,dif_act_complex
2429,"lien,_scott_gregory:0","Lien, Scott Gregory",,,male,1,male,1,male,1,0,0,0,,,
2430,"clinton,_david_douglas:0","Clinton, David Douglas",,,male,1,male,1,male,1,0,0,0,,,
2431,"brucher,_markus_d.:0","Brucher, Markus D.",,,male,1,andy,3,male,1,2,0,2,,,
2432,"ishkanian,_judith_mitchell:0","Ishkanian, Judith Mitchell",,,female,5,female,5,female,5,0,0,0,,,
2433,"fowler,_sandra_brandmark:0","Fowler, Sandra Brandmark",,,female,5,female,5,female,5,0,0,0,,,
2434,"lambert,_kevin_thomas:0","Lambert, Kevin Thomas",,,male,1,male,1,male,1,0,0,0,,,
2435,"marcuse,_deborah_k.:0","Marcuse, Deborah K.",,,female,5,female,5,female,5,0,0,0,,,
2436,"lim,_richard:0","Lim, Richard",,,male,1,male,1,male,1,0,0,0,,,
2437,"grace,_madeleine:0","Grace, Madeleine",,,female,5,female,5,female,5,0,0,0,,,
2438,"lockhart,_katharine_meyer:0","Lockhart, Katharine Meyer",,,female,5,female,5,female,5,0,0,0,,,
2439,"monroe,_christopher_mountfort:0","Monroe, Christopher Mountfort",,,male,1,male,1,male,1,0,0,0,,,
2440,"arnold,_thomas_francis:0","Arnold, Thomas Francis",,,male,1,male,1,male,1,0,0,0,,,
2441,"alexander,_scott_christopher:0","Alexander, Scott Christopher",,,male,1,male,1,male,1,0,0,0,,,
2442,"shedd,_john_avery:0","Shedd, John Avery",,,male,1,male,1,male,1,0,0,0,,,
2444,"miller,_bertha_hampton:0","Miller, Bertha Hampton",,,female,5,female,5,female,5,0,0,0,,,
2445,"sullivan,_timothy_j.:0","Sullivan, Timothy J.",,,male,1,male,1,male,1,0,0,0,,,
2446,"torres,_susana_beatriz:0","Torres, Susana Beatriz",,,female,5,andy,3,female,5,2,0,2,,,
2447,"furchtgott,_lisa:0","Furchtgott, Lisa",,,female,5,female,5,female,5,0,0,0,,,
2448,"rutherford,_david_eugene:0","Rutherford, David Eugene",,,male,1,male,1,male,1,0,0,0,,,
2449,"kabat,_sally_g.:0","Kabat, Sally G.",,,female,5,female,5,female,5,0,0,0,,,
2450,"sparagana,_eleanor_anne:0","Sparagana, Eleanor Anne",,,female,5,female,5,female,5,0,0,0,,,
2451,"roth,_david_leon:0","Roth, David Leon",,,male,1,male,1,male,1,0,0,0,,,
2452,"skinner,_barbara_j.:0","Skinner, Barbara J.",,,female,5,female,5,female,5,0,0,0,,,
2453,"foray,_jennifer_l.:0","Foray, Jennifer L.",,,female,5,female,5,female,5,0,0,0,,,
2454,"rogers,_gerald_a.:0","Rogers, Gerald A.",,,male,1,male,1,male,1,0,0,0,,,
2455,"smith,_trudi_lynn:0","Smith, Trudi Lynn",,,female,5,andy,3,female,5,2,0,2,,,
2456,"mcfarland,_patricia_gebhart:0","Mcfarland, Patricia Gebhart",,,female,5,female,5,female,5,0,0,0,,,
2457,"weinstein,_deborah_fran:0","Weinstein, Deborah Fran",,,female,5,female,5,female,5,0,0,0,,,
2458,"scales,_michael_gordon:0","Scales, Michael Gordon",,,male,1,male,1,male,1,0,0,0,,,
2459,"filiaci,_anne_marie:0","Filiaci, Anne Marie",,,female,5,female,5,female,5,0,0,0,,,
2460,"pranger,_gary_keith:0","Pranger, Gary Keith",,,male,1,male,1,male,1,0,0,0,,,
2461,"besch,_michael_dennis:0","Besch, Michael Dennis",,,male,1,male,1,male,1,0,0,0,,,
2462,"day,_lynda_rose:0","Day, Lynda Rose",,,female,5,female,5,female,5,0,0,0,,,
2463,"blunt,_john:0","Blunt, John",,,male,1,male,1,male,1,0,0,0,,,
2464,"cardwell,_curt_michael:0","Cardwell, Curt Michael",,,male,1,male,1,male,1,0,0,0,,,
2465,"finnan,_joseph_p.:0","Finnan, Joseph P.",,,male,1,male,1,male,1,0,0,0,,,
2466,"peters,_dolores_ann:0","Peters, Dolores Ann",,,female,5,female,5,female,5,0,0,0,,,
2467,"runstedtler,_theresa_e.:0","Runstedtler, Theresa E.",,,female,5,female,5,female,5,0,0,0,,,
2468,"trosino,_diane_joan:0","Trosino, Diane Joan",,,female,5,female,5,female,5,0,0,0,,,
2469,"young,_jacqueline_ann:1","Young, Jacqueline Ann",,,female,5,female,5,female,5,0,0,0,,,
2470,"pallares,_amalia_veronika:0","Pallares, Amalia Veronika",,,female,5,andy,3,female,5,2,0,2,,,
2471,"klein,_michael_j.:0","Klein, Michael J.",,,male,1,male,1,male,1,0,0,0,,,
2472,"phillips,_joseph_michael:0","Phillips, Joseph Michael",,,male,1,male,1,male,1,0,0,0,,,
2473,"malsberger,_john_william:0","Malsberger, John William",,,male,1,male,1,male,1,0,0,0,,,
2474,"knott,_claudia:0","Knott, Claudia",,,female,5,female,5,female,5,0,0,0,,,
2475,"alexander,_benjamin_f.:0","Alexander, Benjamin F.",,,male,1,male,1,male,1,0,0,0,,,
2476,"chase,_laura_doster-holbrook:0","Chase, Laura Doster Holbrook",,,female,5,female,5,female,5,0,0,0,,,
2477,"deur,_lynne_adams:0","Deur, Lynne Adams",,,female,5,female,5,female,5,0,0,0,,,
2478,"brown,_vincent_aaron:0","Brown, Vincent Aaron",,,male,1,male,1,male,1,0,0,0,,,
2479,"woodard,_laurie_avant:0","Woodard, Laurie Avant",,,female,5,female,5,female,5,0,0,0,,,
2480,"schwab,_stephen_irving_max:0","Schwab, Stephen Irving Max",,,male,1,male,1,male,1,0,0,0,,,
2481,"bridgforth,_lucie_robertson:0","Bridgforth, Lucie Robertson",,,female,5,andy,3,female,5,2,0,2,,,
2482,"johnson,_ilona_vernez:0","Johnson, Ilona Vernez",,,female,5,andy,3,female,5,2,0,2,,,
2483,"powers,_john_c.:0","Powers, John C.",,,male,1,male,1,male,1,0,0,0,,,
2484,"axmaker,_sean_a.:0","Axmaker, Sean A.",,,male,1,male,1,male,1,0,0,0,,,
2485,"johnson,_sherri_franks:0","Johnson, Sherri Franks",,,female,5,female,5,female,5,0,0,0,,,
2486,"wittmann,_matthew_w.:0","Wittmann, Matthew W.",,,male,1,male,1,male,1,0,0,0,,,
2487,"janson,_jennifer_megan:0","Janson, Jennifer Megan",,,female,5,female,5,female,5,0,0,0,,,
2488,"chiles,_frederic_caire:0","Chiles, Frederic Caire",,,male,1,male,1,male,1,0,0,0,,,
2489,"cartwright,_michael_glen:0","Cartwright, Michael Glen",,,male,1,male,1,male,1,0,0,0,,,
2490,"mayer,_michael_s.:0","Mayer, Michael S.",,,male,1,male,1,male,1,0,0,0,,,
2492,"thompson,_janet_ann:0","Thompson, Janet Ann",,,female,5,female,5,female,5,0,0,0,,,
2493,"turner,_william_b.:0","Turner, William B.",,,male,1,male,1,male,1,0,0,0,,,
2494,"edwards,_stewart_c.:0","Edwards, Stewart C.",,,male,1,male,1,male,1,0,0,0,,,
2495,"sanchez-walker,_marjorie:0","Sanchez Walker, Marjorie",,,female,5,female,5,female,5,0,0,0,,,
2496,"womble,_theresa_liane:0","Womble, Theresa Liane",,,female,5,female,5,female,5,0,0,0,,,
2497,"moses,_carl_jonathan:0","Moses, Carl Jonathan",,,male,1,male,1,male,1,0,0,0,,,
2498,"spencer,_heath_a.:0","Spencer, Heath A.",,,male,1,male,1,male,1,0,0,0,,,
2499,"withers,_john_lovelle,_ii:0","Withers, John Lovelle, Ii",,,male,1,male,1,male,1,0,0,0,,,
2500,"chelvan,_richard_d.:0","Chelvan, Richard D.",,,male,1,male,1,male,1,0,0,0,,,
2501,"roell,_craig_henry:0","Roell, Craig Henry",,,male,1,male,1,male,1,0,0,0,,,
2502,"bond,_richard_e.:0","Bond, Richard E.",,,male,1,male,1,male,1,0,0,0,,,
2503,"butler-smith,_alice_a.:0","Butler Smith, Alice A.",,,female,5,female,5,female,5,0,0,0,,,
2504,"kayatin,_william_f.,_jr.:0","Kayatin, William F., Jr.",,,male,1,male,1,male,1,0,0,0,,,
2505,"demars,_william_emile:0","Demars, William Emile",,,male,1,male,1,male,1,0,0,0,,,
2506,"bond,_gregory:0","Bond, Gregory",,,male,1,male,1,male,1,0,0,0,,,
2507,"alduino,_frank_william:0","Alduino, Frank William",,,male,1,male,1,male,1,0,0,0,,,
2508,"peterson,_stephen_michael:0","Peterson, Stephen Michael",,,male,1,male,1,male,1,0,0,0,,,
2509,"zaccarini,_maria_cristina:0","Zaccarini, Maria Cristina",,,female,5,female,5,female,5,0,0,0,,,
2510,"rhinehart,_marilyn_dubberly:0","Rhinehart, Marilyn Dubberly",,,female,5,female,5,female,5,0,0,0,,,
2511,"mccloud,_beverly:0","Mccloud, Beverly",,,female,5,female,5,female,5,0,0,0,,,
2512,"byrd,_william_n.,_jr.:0","Byrd, William N., Jr.",,,male,1,male,1,male,1,0,0,0,,,
2513,"carballo,_erick:0","Carballo, Erick",,,male,1,male,1,male,1,0,0,0,,,
2514,"frank,_william_peter:0","Frank, William Peter",,,male,1,male,1,male,1,0,0,0,,,
2515,"hurley,_donna_w.:0","Hurley, Donna W.",,,female,5,female,5,female,5,0,0,0,,,
2516,"ruppert,_kathleen_buckley:0","Ruppert, Kathleen Buckley",,,female,5,female,5,female,5,0,0,0,,,
2517,"garlitz,_richard_p.:0","Garlitz, Richard P.",,,male,1,male,1,male,1,0,0,0,,,
2518,"jones,_dalton_anthony:0","Jones, Dalton Anthony",,,male,1,male,1,male,1,0,0,0,,,
2519,"canipe,_christopher_l.:0","Canipe, Christopher L.",,,male,1,male,1,male,1,0,0,0,,,
2520,"johnson,_charles_thomas:0","Johnson, Charles Thomas",,,male,1,male,1,male,1,0,0,0,,,
2521,"foy,_marjorie_elvin:0","Foy, Marjorie Elvin",,,female,5,female,5,female,5,0,0,0,,,
2522,"roberts,_justin:2","Roberts, Justin",,,male,1,male,1,male,1,0,0,0,,,
2523,"hatley,_paul_buchanan:0","Hatley, Paul Buchanan",,,male,1,male,1,male,1,0,0,0,,,
2524,"hale,_jon_n.:0","Hale, Jon N.",,,male,1,male,1,male,1,0,0,0,,,
2525,"angleton,_cicely_d'autremont:0","Angleton, Cicely D'autremont",,,female,5,female,5,female,5,0,0,0,,,
2526,"palmer,_rosemary_gudmundson:0","Palmer, Rosemary Gudmundson",,,female,5,female,5,female,5,0,0,0,,,
2527,"cooper,_louise_marie:0","Cooper, Louise Marie",,,female,5,female,5,female,5,0,0,0,,,
2528,"sirgiovanni,_george:0","Sirgiovanni, George",,,male,1,mostly_male,2,male,1,1,0,1,,,
2529,"wilkin,_phillip_wayne:0","Wilkin, Phillip Wayne",,,male,1,male,1,male,1,0,0,0,,,
2530,"edgerton,_john_keith:0","Edgerton, John Keith",,,male,1,male,1,male,1,0,0,0,,,
2531,"nathanson,_donald_melvin:0","Nathanson, Donald Melvin",,,male,1,male,1,male,1,0,0,0,,,
2532,"greco,_rose_dorothy:0","Greco, Rose Dorothy",,,female,5,female,5,female,5,0,0,0,,,
2533,"millward,_james_andrew:0","Millward, James Andrew",,,male,1,male,1,male,1,0,0,0,,,
2534,"blitstein,_peter_a.:0","Blitstein, Peter A.",,,male,1,male,1,male,1,0,0,0,,,
2535,"english,_linda:0","English, Linda",,,female,5,female,5,female,5,0,0,0,,,
2536,"lindquist,_elizabeth_ann_marie:0","Lindquist, Elizabeth Ann Marie",,,female,5,female,5,female,5,0,0,0,,,
2537,"games,_alison_frazier:0","Games, Alison Frazier",,,female,5,female,5,female,5,0,0,0,,,
2538,"hulsether,_mark_david:0","Hulsether, Mark David",,,male,1,male,1,male,1,0,0,0,,,
2539,"gutwirth,_jacqueline_a.:0","Gutwirth, Jacqueline A.",,,female,5,female,5,female,5,0,0,0,,,
2540,"peterson,_heather_king:0","Peterson, Heather King",,,female,5,female,5,female,5,0,0,0,,,
2541,"clark,_jared_edwin:0","Clark, Jared Edwin",,,male,1,male,1,male,1,0,0,0,,,
2542,"wrenn,_lynette_boney:0","Wrenn, Lynette Boney",,,female,5,female,5,female,5,0,0,0,,,
2543,"anscombe,_frederick_fallowfield:0","Anscombe, Frederick Fallowfield",,,male,1,male,1,male,1,0,0,0,,,
2544,"mariani,_paul:1","Mariani, Paul",,,male,1,male,1,male,1,0,0,0,,,
2545,"bovee,_david_steven:0","Bovee, David Steven",,,male,1,male,1,male,1,0,0,0,,,
2546,"finch,_sharon_tevis:0","Finch, Sharon Tevis",,,female,5,mostly_female,4,female,5,1,0,1,,,
2547,"churchill,_david_stewart:0","Churchill, David Stewart",,,male,1,male,1,male,1,0,0,0,,,
2548,"miller,_henry:0","Miller, Henry",,,male,1,male,1,male,1,0,0,0,,,
2549,"cochran,_philip_michael:0","Cochran, Philip Michael",,,male,1,male,1,male,1,0,0,0,,,
2550,"rockwood,_lawrence_p.:0","Rockwood, Lawrence P.",,,male,1,male,1,male,1,0,0,0,,,
2551,"russ,_anne_julienne:0","Russ, Anne Julienne",,,female,5,female,5,female,5,0,0,0,,,
2552,"ongley,_john_c.:0","Ongley, John C.",,,male,1,male,1,male,1,0,0,0,,,
2553,"mcclure,_george_william,_jr.:0","Mcclure, George William, Jr.",,,male,1,mostly_male,2,male,1,1,0,1,,,
2554,"alexander,_michael_jeffrey:0","Alexander, Michael Jeffrey",,,male,1,male,1,male,1,0,0,0,,,
2555,"klatzker,_david_e.:0","Klatzker, David E.",,,male,1,male,1,male,1,0,0,0,,,
2556,"pye,_theresa_tindall:0","Pye, Theresa Tindall",,,female,5,female,5,female,5,0,0,0,,,
2557,"black,_monica_ann:0","Black, Monica Ann",,,female,5,female,5,female,5,0,0,0,,,
2558,"mclain,_robert_anthony:0","Mclain, Robert Anthony",,,male,1,male,1,male,1,0,0,0,,,
2559,"muller,_gene_alan:0","Muller, Gene Alan",,,male,1,mostly_male,2,male,1,1,0,1,,,
2560,"wang,_richard_yuping:0","Wang, Richard Yuping",,,male,1,male,1,male,1,0,0,0,,,
2561,"clark,_henry_caldwell,_iii:0","Clark, Henry Caldwell, Iii",,,male,1,male,1,male,1,0,0,0,,,
2563,"carlberg,_russell_l.:0","Carlberg, Russell L.",,,male,1,male,1,male,1,0,0,0,,,
2564,"stowe,_david_ware:0","Stowe, David Ware",,,male,1,male,1,male,1,0,0,0,,,
2565,"kuznicki,_jason_t.:0","Kuznicki, Jason T.",,,male,1,male,1,male,1,0,0,0,,,
2566,"schiefsky,_mark_john:0","Schiefsky, Mark John",,,male,1,male,1,male,1,0,0,0,,,
2567,"lehman,_kenneth_duane:0","Lehman, Kenneth Duane",,,male,1,male,1,male,1,0,0,0,,,
2568,"levenstein,_lisa_marie:0","Levenstein, Lisa Marie",,,female,5,female,5,female,5,0,0,0,,,
2569,"jackson,_richard_paul:0","Jackson, Richard Paul",,,male,1,male,1,male,1,0,0,0,,,
2570,"kalfus,_melvin:0","Kalfus, Melvin",,,male,1,male,1,male,1,0,0,0,,,
2571,"mazon,_patricia_michelle:0","Mazon, Patricia Michelle",,,female,5,female,5,female,5,0,0,0,,,
2572,"zebley,_kathleen_rosa:0","Zebley, Kathleen Rosa",,,female,5,female,5,female,5,0,0,0,,,
2573,"walker,_charlotte_marie_elizabeth:0","Walker, Charlotte Marie Elizabeth",,,female,5,female,5,female,5,0,0,0,,,
2575,"bossy,_denise_ileana:0","Bossy, Denise Ileana",,,female,5,female,5,female,5,0,0,0,,,
2576,"walsh,_kelli_cardenas:0","Walsh, Kelli Cardenas",,,female,5,female,5,female,5,0,0,0,,,
2577,"happer,_carolyn_murray:0","Happer, Carolyn Murray",,,female,5,female,5,female,5,0,0,0,,,
2578,"jenkins,_aaron_timothy:0","Jenkins, Aaron Timothy",,,male,1,male,1,male,1,0,0,0,,,
2579,"haygood,_tamara_anne_miner:0","Haygood, Tamara Anne Miner",,,female,5,female,5,female,5,0,0,0,,,
2580,"ramos-escandon,_carmen:0","Ramos Escandon, Carmen",,,female,5,mostly_female,4,female,5,1,0,1,,,
2581,"schneid,_frederick_charles:0","Schneid, Frederick Charles",,,male,1,male,1,male,1,0,0,0,,,
2582,"thompson,_john_jason:0","Thompson, John Jason",,,male,1,male,1,male,1,0,0,0,,,
2583,"vieira-martinez,_carolyn_e.:0","Vieira Martinez, Carolyn E.",,,female,5,female,5,female,5,0,0,0,,,
2584,"watson,_charles_w.:0","Watson, Charles W.",,,male,1,male,1,male,1,0,0,0,,,
2585,"berg,_anne_k.:0","Berg, Anne K.",,,female,5,female,5,female,5,0,0,0,,,
2586,"walker,_tamara_j.:0","Walker, Tamara J.",,,female,5,female,5,female,5,0,0,0,,,
2587,"guhl,_andres:0","Guhl, Andres",,,male,1,andy,3,male,1,2,0,2,,,
2588,"barrett,_samuel_james:0","Barrett, Samuel James",,,male,1,male,1,male,1,0,0,0,,,
2589,"sacher,_john_michael:0","Sacher, John Michael",,,male,1,male,1,male,1,0,0,0,,,
2590,"glass,_brent_david:0","Glass, Brent David",,,male,1,male,1,male,1,0,0,0,,,
2591,"andresen,_karen_elizabeth:0","Andresen, Karen Elizabeth",,,female,5,female,5,female,5,0,0,0,,,
2592,"conner,_michael_wayne:0","Conner, Michael Wayne",,,male,1,male,1,male,1,0,0,0,,,
2593,"silverman,_lisa:0","Silverman, Lisa",,,female,5,female,5,female,5,0,0,0,,,
2594,"litsky,_elliott_burton:0","Litsky, Elliott Burton",,,male,1,male,1,male,1,0,0,0,,,
2595,"collins,_william_joseph:0","Collins, William Joseph",,,male,1,male,1,male,1,0,0,0,,,
2596,"miller,_carolyn_pishny:0","Miller, Carolyn Pishny",,,female,5,female,5,female,5,0,0,0,,,
2597,"lamothe,_ronald_m.:0","Lamothe, Ronald M.",,,male,1,male,1,male,1,0,0,0,,,
2598,"jones,_david_a.:1","Jones, David A.",,,male,1,male,1,male,1,0,0,0,,,
2599,"tor,_deborah_gerber:0","Tor, Deborah Gerber",,,female,5,female,5,female,5,0,0,0,,,
2600,"biel,_steven_howard:0","Biel, Steven Howard",,,male,1,male,1,male,1,0,0,0,,,
2601,"lee,_raymond_l.:0","Lee, Raymond L.",,,male,1,male,1,male,1,0,0,0,,,
2602,"morton,_richard_allen:0","Morton, Richard Allen",,,male,1,male,1,male,1,0,0,0,,,
2603,"elliott,_john_paul:0","Elliott, John Paul",,,male,1,male,1,male,1,0,0,0,,,
2604,"thornton,_patricia_helmke:0","Thornton, Patricia Helmke",,,female,5,female,5,female,5,0,0,0,,,
2605,"namikas,_lise_a.:0","Namikas, Lise A.",,,female,5,andy,3,female,5,2,0,2,,,
2606,"richter,_daniel_karl:0","Richter, Daniel Karl",,,male,1,male,1,male,1,0,0,0,,,
2607,"clark,_mark_henry:0","Clark, Mark Henry",,,male,1,male,1,male,1,0,0,0,,,
2608,"adamo,_david_tuesday:0","Adamo, David Tuesday",,,male,1,male,1,male,1,0,0,0,,,
2609,"patterson,_michelle_wick:0","Patterson, Michelle Wick",,,female,5,female,5,female,5,0,0,0,,,
2610,"byers,_edward:0","Byers, Edward",,,male,1,male,1,male,1,0,0,0,,,
2611,"ramsay,_john_g.:0","Ramsay, John G.",,,male,1,male,1,male,1,0,0,0,,,
2612,"shaffer,_marguerite_sands:0","Shaffer, Marguerite Sands",,,female,5,andy,3,female,5,2,0,2,,,
2613,"camara,_mohamed_saliou:0","Camara, Mohamed Saliou",,,male,1,andy,3,male,1,2,0,2,,,
2614,"trott,_margaret_akers:0","Trott, Margaret Akers",,,female,5,female,5,female,5,0,0,0,,,
2615,"fuchs-kreimer,_nancy:0","Fuchs Kreimer, Nancy",,,female,5,female,5,female,5,0,0,0,,,
2616,"garber,_janet_bell:0","Garber, Janet Bell",,,female,5,female,5,female,5,0,0,0,,,
2617,"berner,_leila:0","Berner, Leila",,,female,5,andy,3,female,5,2,0,2,,,
2618,"lansley,_renee_n.:0","Lansley, Renee N.",,,female,5,female,5,female,5,0,0,0,,,
2619,"gutierrez,_david_gregory:0","Gutierrez, David Gregory",,,male,1,male,1,male,1,0,0,0,,,
2620,"renner,_marguerite:0","Renner, Marguerite",,,female,5,andy,3,female,5,2,0,2,,,
2621,"harrison,_andrew_robert:0","Harrison, Andrew Robert",,,male,1,male,1,male,1,0,0,0,,,
2622,"janney-lucas,_caroline_elizabeth:0","Janney Lucas, Caroline Elizabeth",,,female,5,female,5,female,5,0,0,0,,,
2623,"ricard,_laura_broderick:0","Ricard, Laura Broderick",,,female,5,female,5,female,5,0,0,0,,,
2624,"markowski,_michael:0","Markowski, Michael",,,male,1,male,1,male,1,0,0,0,,,
2625,"van_keuren,_david_keith:0","Van Keuren, David Keith",,,male,1,male,1,male,1,0,0,0,,,
2626,"daily,_david_wilson:0","Daily, David Wilson",,,male,1,male,1,male,1,0,0,0,,,
2627,"bartusis,_mark_charles:0","Bartusis, Mark Charles",,,male,1,male,1,male,1,0,0,0,,,
2629,"hill-aiello,_thomas_a.:0","Hill Aiello, Thomas A.",,,male,1,male,1,male,1,0,0,0,,,
2630,"dyck,_stanley_paul:0","Dyck, Stanley Paul",,,male,1,male,1,male,1,0,0,0,,,
2631,"jenkins,_virginia_scott:0","Jenkins, Virginia Scott",,,female,5,female,5,female,5,0,0,0,,,
2632,"parsons,_karen_toombs:0","Parsons, Karen Toombs",,,female,5,female,5,female,5,0,0,0,,,
2633,"morrison,_michael_anthony:0","Morrison, Michael Anthony",,,male,1,male,1,male,1,0,0,0,,,
2634,"schrader,_astrid:0","Schrader, Astrid",,,female,5,andy,3,female,5,2,0,2,,,
2635,"schoolfield,_brenda_thompson:0","Schoolfield, Brenda Thompson",,,female,5,female,5,female,5,0,0,0,,,
2636,"weir,_gary_edward:0","Weir, Gary Edward",,,male,1,male,1,male,1,0,0,0,,,
2637,"hoag,_kathleen_ann:0","Hoag, Kathleen Ann",,,female,5,female,5,female,5,0,0,0,,,
2638,"miller,_david:0","Miller, David",,,male,1,male,1,male,1,0,0,0,,,
2639,"irwin,_james_reid:0","Irwin, James Reid",,,male,1,male,1,male,1,0,0,0,,,
2640,"fullagar,_katharine_elizabeth:0","Fullagar, Katharine Elizabeth",,,female,5,female,5,female,5,0,0,0,,,
2641,"bryant,_jonathan_m.:0","Bryant, Jonathan M.",,,male,1,male,1,male,1,0,0,0,,,
2642,"pauly,_philip_joseph:0","Pauly, Philip Joseph",,,male,1,male,1,male,1,0,0,0,,,
2643,"ross,_andrew_israel:0","Ross, Andrew Israel",,,male,1,male,1,male,1,0,0,0,,,
2644,"rowe,_william_townsend:0","Rowe, William Townsend",,,male,1,male,1,male,1,0,0,0,,,
2645,"ortuoste,_maria_consuelo_c.:0","Ortuoste, Maria Consuelo C.",,,female,5,female,5,female,5,0,0,0,,,
2646,"howard,_nicole_christine:0","Howard, Nicole Christine",,,female,5,female,5,female,5,0,0,0,,,
2647,"romano,_terrie_marie:0","Romano, Terrie Marie",,,female,5,female,5,female,5,0,0,0,,,
2648,"heimmermann,_daniel_joseph:0","Heimmermann, Daniel Joseph",,,male,1,male,1,male,1,0,0,0,,,
2649,"stacey,_robert_charles:0","Stacey, Robert Charles",,,male,1,male,1,male,1,0,0,0,,,
2650,"field,_william_hill:0","Field, William Hill",,,male,1,male,1,male,1,0,0,0,,,
2651,"green,_barbara_layenette:0","Green, Barbara Layenette",,,female,5,female,5,female,5,0,0,0,,,
2652,"lelo,_linda_mbombolo:0","Lelo, Linda Mbombolo",,,female,5,female,5,female,5,0,0,0,,,
2653,"devlin,_carol_anne:0","Devlin, Carol Anne",,,female,5,mostly_female,4,female,5,1,0,1,,,
2654,"alvarez,_rodney_r.:0","Alvarez, Rodney R.",,,male,1,male,1,male,1,0,0,0,,,
2655,"munson,_todd_s.:0","Munson, Todd S.",,,male,1,male,1,male,1,0,0,0,,,
2656,"kerl,_jeanne_ann:0","Kerl, Jeanne Ann",,,female,5,female,5,female,5,0,0,0,,,
2657,"klippenstein,_lawrence:0","Klippenstein, Lawrence",,,male,1,male,1,male,1,0,0,0,,,
2658,"newman,_brooke_nicole:0","Newman, Brooke Nicole",,,female,5,female,5,female,5,0,0,0,,,
2659,"berend,_nora:0","Berend, Nora",,,female,5,female,5,female,5,0,0,0,,,
2660,"mitchell,_nancy:0","Mitchell, Nancy",,,female,5,female,5,female,5,0,0,0,,,
2661,"silos,_jill_katherine:0","Silos, Jill Katherine",,,female,5,female,5,female,5,0,0,0,,,
2662,"burkholder,_kristen_marie:0","Burkholder, Kristen Marie",,,female,5,female,5,female,5,0,0,0,,,
2663,"kondelik,_john_p.:0","Kondelik, John P.",,,male,1,male,1,male,1,0,0,0,,,
2664,"schoenig,_steven_a.:0","Schoenig, Steven A.",,,male,1,male,1,male,1,0,0,0,,,
2665,"reidy,_joseph_patrick:0","Reidy, Joseph Patrick",,,male,1,male,1,male,1,0,0,0,,,
2666,"ceh,_nick_s.:0","Ceh, Nick S.",,,male,1,male,1,male,1,0,0,0,,,
2667,"ferry,_richard_j.:0","Ferry, Richard J.",,,male,1,male,1,male,1,0,0,0,,,
2668,"wetzel,_don_louis:0","Wetzel, Don Louis",,,male,1,male,1,male,1,0,0,0,,,
2669,"zanalda,_giovanni:0","Zanalda, Giovanni",,,male,1,andy,3,male,1,2,0,2,,,
2670,"danner,_john_howard:0","Danner, John Howard",,,male,1,male,1,male,1,0,0,0,,,
2672,"koenig,_jennifer_s.:0","Koenig, Jennifer S.",,,female,5,female,5,female,5,0,0,0,,,
2673,"burney,_ian_adnan:0","Burney, Ian Adnan",,,male,1,male,1,male,1,0,0,0,,,
2674,"schuette,_shirley_sticht:0","Schuette, Shirley Sticht",,,female,5,mostly_female,4,female,5,1,0,1,,,
2675,"shapiro,_adam_r.:0","Shapiro, Adam R.",,,male,1,male,1,male,1,0,0,0,,,
2676,"martin,_lisa_a.:0","Martin, Lisa A.",,,female,5,female,5,female,5,0,0,0,,,
2677,"nagy,_matthew_frank:0","Nagy, Matthew Frank",,,male,1,male,1,male,1,0,0,0,,,
2678,"lubkin,_gregory_peter:0","Lubkin, Gregory Peter",,,male,1,male,1,male,1,0,0,0,,,
2679,"nardi,_roberta:0","Nardi, Roberta",,,female,5,female,5,female,5,0,0,0,,,
2680,"preciado_jimenez,_susana_aurelia:0","Preciado Jimenez, Susana Aurelia",,,female,5,andy,3,female,5,2,0,2,,,
