,men_0-0.001,women_0-0.001,men_0.001-0.01,women_0.001-0.01,men_0.01-0.1,women_0.01-0.1,men_0.1-1,women_0.1-1,years
0,0.9062228612609587,0.9305555555555556,0.09096023733059058,0.06944444444444445,0.0028169014084507044,0.0,0.0,0.0,1953
1,0.906487271625845,0.8941919191919192,0.08747002051409139,0.1058080808080808,0.006042707860063608,0.0,0.0,0.0,1954
2,0.904582509721083,0.8275252525252526,0.08620017924425012,0.17247474747474745,0.009217311034666782,0.0,0.0,0.0,1955
3,0.8945953138183942,0.7941919191919192,0.09337047373848828,0.2058080808080808,0.012034212443117486,0.0,0.0,0.0,1956
4,0.8838160930391734,0.7691919191919192,0.10155229192030646,0.2308080808080808,0.014631615040520084,0.0,0.0,0.0,1957
5,0.870351304306779,0.7803030303030303,0.10983398206115154,0.21969696969696972,0.019814713632069384,0.0,0.0,0.0,1958
6,0.8599497243199457,0.7766666666666666,0.1234613684995979,0.21000000000000002,0.01658890718045648,0.013333333333333332,0.0,0.0,1959
7,0.8725211528913743,0.8033333333333331,0.11206454310277252,0.18333333333333335,0.013414304005853306,0.013333333333333332,0.002,0.0,1960
8,0.8810823238386265,0.8033333333333331,0.1043594892502456,0.15000000000000002,0.012558186911128092,0.04666666666666667,0.002,0.0,1961
9,0.8692084833933574,0.7733333333333331,0.11270828331332539,0.14000000000000004,0.016083233293317328,0.08666666666666667,0.002,0.0,1962
10,0.8825669739593952,0.8066666666666664,0.10168941538879708,0.10666666666666672,0.013743610651807892,0.08666666666666667,0.002,0.0,1963
11,0.8864171738331592,0.7866666666666665,0.09577735984493004,0.10000000000000005,0.015805466321910985,0.11333333333333333,0.002,0.0,1964
12,0.8741152870407063,0.76,0.10819245418455266,0.09333333333333337,0.017692258774741173,0.14666666666666667,0.0,0.0,1965
13,0.8728535649605698,0.7766666666666666,0.10967583014363194,0.11000000000000003,0.015731474461015683,0.11333333333333333,0.0017391304347826088,0.0,1966
14,0.8734455574827695,0.8316666666666667,0.10604598125751259,0.07000000000000003,0.017242613267683386,0.07333333333333333,0.003265847992034517,0.025,1967
15,0.8658349660763957,0.7816666666666666,0.11427493321565434,0.10333333333333336,0.01662425271591551,0.07333333333333333,0.003265847992034517,0.041666666666666664,1968
16,0.8471360681027023,0.775,0.12262189375600274,0.1166666666666667,0.022838259114777933,0.055555555555555546,0.007403779026517276,0.05277777777777777,1969
17,0.8494837564218727,0.7616666666666666,0.1160541276606549,0.1366666666666667,0.02553161933370347,0.022222222222222216,0.008930496583769185,0.07944444444444443,1970
18,0.8464216977076402,0.6583333333333333,0.11401770997206331,0.16000000000000003,0.03236922617131031,0.06222222222222222,0.007191366148986576,0.11944444444444442,1971
19,0.852253258213209,0.5833333333333333,0.11078907776082567,0.17818181818181822,0.029653671171936007,0.10767676767676768,0.00730399285402975,0.1308080808080808,1972
20,0.8564184025318061,0.5533333333333333,0.1029702980750383,0.16484848484848488,0.03040875581448868,0.10767676767676768,0.010202543578667431,0.17414141414141412,1973
21,0.8502452653241862,0.5333333333333333,0.11176701859589673,0.16484848484848488,0.029125900738530157,0.1187878787878788,0.008861815341387472,0.18303030303030302,1974
22,0.8392567886382329,0.5437681159420289,0.11739739735799133,0.1549934123847168,0.03473683086932221,0.13617918313570487,0.008608983134454035,0.1650592885375494,1975
23,0.8265686942599977,0.551268115942029,0.1256554929400306,0.16499341238471682,0.03916682966551819,0.1274291831357049,0.008608983134454035,0.15630928853754938,1976
24,0.816653624143466,0.5812681159420289,0.1276701087804414,0.17681159420289863,0.04750180892682571,0.09197463768115943,0.008174458149267386,0.14994565217391304,1977
25,0.8007023641046954,0.5696014492753622,0.13957816748994017,0.19014492753623197,0.05189579028009812,0.12530797101449276,0.007823678125266647,0.11494565217391303,1978
26,0.8012749458853309,0.5597163918040978,0.13939982234515208,0.1912943528235883,0.05161419268306429,0.1264573963018491,0.007711039086453111,0.12253185907046478,1979
27,0.7835413620517608,0.49414647406026707,0.152771036202092,0.18024852438645553,0.05293390124742299,0.13609311898105006,0.01075370049872457,0.18951188257222742,1980
28,0.7760231493271373,0.495535362949156,0.15500513042258737,0.17469296883089996,0.05683870940672362,0.14928756342549448,0.012133010843552155,0.18048410479444965,1981
29,0.7538343943070569,0.45500904715968227,0.1716517167679689,0.18153507409405784,0.061919030691864184,0.15507703710970502,0.012594858233110387,0.20837884163655493,1982
30,0.7411851108675664,0.45067571382634897,0.18297735371064405,0.17220174076072453,0.06266544788931641,0.1697437037763717,0.013172087532473445,0.20737884163655496,1983
31,0.7319149766393785,0.42722743796428003,0.18164346109319437,0.1732745376955904,0.07595403849334327,0.1797053896001265,0.010487523774084183,0.2197926347400032,1984
32,0.7237340927750415,0.41791812865497063,0.18565168308702787,0.19084210526315798,0.0844432471264368,0.20823391812865505,0.0061709770114942546,0.18300584795321642,1985
33,0.7045808845690179,0.4134736842105262,0.20490091922845083,0.17750877192982467,0.08446070675105488,0.21267836257309947,0.006057489451476795,0.19633918128654973,1986
34,0.6919922320867484,0.3780540540540539,0.2091207773844792,0.17850450450450459,0.0902408485950265,0.2563483483483484,0.008646141933746299,0.1870930930930931,1987
35,0.68495133702502,0.32738738738738726,0.21047108602645453,0.2033933933933935,0.09535273131107588,0.2572372372372373,0.009224845637450001,0.21198198198198198,1988
36,0.6495884337992136,0.30095881595881585,0.2426081828006481,0.21783783783783792,0.09728821518204363,0.27350707850707856,0.010515168218095164,0.2076962676962677,1989
37,0.6259939637531307,0.2867825707480879,0.2565252334918924,0.21266542404473449,0.10438498937559201,0.26277910915841957,0.013095813379385488,0.23777289604875812,1990
38,0.6078565315650656,0.2761842801497973,0.263975504739632,0.20616969754900802,0.11205225881501338,0.28465945103876145,0.016115704880289645,0.23298657126243333,1991
39,0.5850722236743746,0.2537091734641643,0.2787649705929276,0.21394589479888948,0.1243024200013448,0.312919289824916,0.011860385731353474,0.21942564191203026,1992
40,0.5528115476978517,0.25128493103992183,0.3001776400930288,0.2050570059100006,0.13120385695742656,0.3258485827542089,0.015806955251693487,0.21780948029586863,1993
41,0.5585089579659116,0.2501725188619359,0.2824947686709479,0.1976799567296727,0.13462048576251515,0.320872001957956,0.024375787600625788,0.2312755224504354,1994
42,0.546547872456439,0.27212654185044166,0.2939745433765291,0.20285237052277613,0.13292053696579215,0.33937774908439283,0.02655704720124023,0.1856433385423894,1995
