topic_male,topic_female,women_male,women_female,gender_male,gender_female,bechdel_women_male,bechdel_women_female,bechdel_gender_male,bechdel_gender_female,x
0.004483230023733256,0.04115120068383104,0.0006105592277001452,0.004214206550071069,1.9678962564907843e-05,0.00011715201522443995,0.4826012630167151,0.7236608751126805,0.061439943418581576,0.18060906649825872,1982
0.004333423775562,0.04585615694494215,0.0005825268123184017,0.0043323179831748935,2.3114237929056363e-05,0.00016895522372359104,0.5050634445453774,0.774994208446014,0.08603190201730769,0.2442757331649254,1983
0.0042719894856360924,0.05249595299057707,0.000572364334166797,0.004714197124217216,2.7824667329257866e-05,0.0002099127369671418,0.5121691492433641,0.8113160475264737,0.09825505637972382,0.2744673040461515,1984
0.004341382278808174,0.0550372411993346,0.0005723873604390579,0.004718787464264233,3.669655820463032e-05,0.00024498677020296856,0.5257251615763548,0.7997544859649122,0.11387684466338259,0.2818246614035088,1985
0.00466470682625593,0.053432355299720694,0.0005802813600643806,0.004779653905552285,4.714628035604407e-05,0.00030224558590178876,0.5260743540687163,0.8330878192982454,0.13322210874020493,0.3496024391812866,1986
0.005162031181708098,0.058145315210831806,0.0005968585389026997,0.004997548977977394,5.923508599438327e-05,0.00039037256931178136,0.551641729955241,0.8268289288288285,0.140349768314673,0.41076886876876884,1987
0.00521339696892008,0.054452662025010104,0.0005714209694113239,0.004841772414105107,6.416779846885838e-05,0.00041450309873817284,0.552471205263883,0.8410511510510507,0.1538721448578829,0.4232133132132133,1988
0.005445396497232293,0.061413416489246565,0.0005807202957969079,0.005170947774041159,7.300988708102949e-05,0.00048501643528757997,0.576463140747754,0.8800987700986695,0.18020279001917322,0.4690069640068641,1989
0.006164910155140456,0.06080515587483875,0.0006211159722259869,0.005119051620447742,9.685028844910099e-05,0.0005054591108397468,0.5884907905173391,0.8699455133936886,0.21227652273806724,0.5140261210949867,1990
0.00660634150601815,0.058878534368364224,0.0006561720739941058,0.0049913604506033145,0.00011618878682365332,0.0005257257502000879,0.6175504650200516,0.8552446586928341,0.2376110616169099,0.5434278304966961,1991
0.0074670994328948975,0.05881407706215932,0.0007178182066457033,0.005080303445885268,0.00013896031851823445,0.0005804538950186895,0.6368432289936667,0.8860649526710228,0.27347874003777983,0.5594543833653542,1992
0.00822024667065479,0.05695156828635073,0.0007745194868303299,0.004783621855593101,0.000159954355904572,0.0005973200832152602,0.6571630023189046,0.8674790940851643,0.3100502842595973,0.5841008480118188,1993
0.008537673652766153,0.05181034566650946,0.0008168074350507749,0.0043244267173854585,0.00017721909208249037,0.0005684774995154964,0.6660407851448927,0.8555353001741575,0.34211752642225063,0.6018408948502263,1994
0.008734814044501538,0.05334991841944043,0.0008494264344828404,0.004426024595584185,0.0001881734329740967,0.0006397829488888281,0.6843305956927679,0.8534663346569161,0.3513136349731979,0.6045995155398814,1995
0.008910488113423645,0.049113458583213344,0.00087346521916831,0.00426713973850409,0.00019403753981880862,0.0006228608569061924,0.6804208212566778,0.8606021775374397,0.37586250715364905,0.6226682553107488,1996
0.009430460448641273,0.047887737681748144,0.0009009717890902157,0.004108433582391371,0.00019864673150740702,0.000616012658285427,0.6808045838355623,0.8413902132003676,0.38868017728839227,0.6167436076259631,1997
0.010353270973471282,0.045640592396708625,0.0009474704851199986,0.003866130661391312,0.00021190768334244887,0.0005971244000229375,0.675736640511417,0.8410871828973374,0.40270406625787825,0.6443193652017207,1998
0.010659042760227761,0.04506019564123553,0.0009768923088708363,0.0038774165717482645,0.00021297236094748609,0.0005633546806657621,0.6778265996209126,0.8442397680171355,0.43289488861135395,0.6422386590226539,1999
0.009849685267790998,0.04094999636571549,0.0009103265833036313,0.003538424067607556,0.00021134612345246684,0.0005846764096121602,0.6802484618365893,0.836620720398088,0.4599608352649295,0.6412862780702729,2000
0.009649158835280535,0.043610479637004,0.0008770965070368682,0.0036453653329090187,0.00019458178136810066,0.0005846097816058,0.6780868077012508,0.8487608956171118,0.48148339165590687,0.674077266806193,2001
0.009416253920168118,0.04127348623338485,0.0008279162491176291,0.0033182995523156175,0.00019520296541947774,0.0005377209614617208,0.6780490908292367,0.8279315802844213,0.4653782873058943,0.686709860827408,2002
0.008858433665157544,0.03687673318689525,0.0007668457062739766,0.002939672662281352,0.00019131763141542747,0.0004967802405047827,0.6784271301796962,0.8413424329975996,0.45506812320244905,0.6895780778816716,2003
0.007939598006953883,0.034708108438369176,0.0006928459422728272,0.0028538841603650274,0.00018516727870680893,0.0004978423361562247,0.6645037775466662,0.8516533986277143,0.43399009728571347,0.7065175214168598,2004
0.007110129495045531,0.033408405909588434,0.000637714473883474,0.0027274446806038757,0.00017165460176186092,0.0006688381144871209,0.6258246053894692,0.8484787954531111,0.4212934071066575,0.6954064103057487,2005
0.00640858189720396,0.030880492443075065,0.0005725048788165059,0.002394458607427156,0.00016414440813502948,0.0006604206076402018,0.6130575826925398,0.8312052193560057,0.3980123657181395,0.6545100517623312,2006
0.006059456611542381,0.03291601015114459,0.0005505039555660753,0.002434543182853901,0.000150696093372848,0.0006182054764145555,0.6089169708960214,0.8360105217586569,0.3988235876211309,0.6285779887962998,2007
0.005893018062969181,0.02859246921080846,0.0005358662705356691,0.0021630432948512917,0.00015645583305089178,0.0005885056173267912,0.6119178535085543,0.8236498973559808,0.4012788552132035,0.6178102283630409,2008
0.006375655696548023,0.02806035954307697,0.0005712633698605707,0.0021965983144510985,0.00016024661481115325,0.000713588613783383,0.6029210024064401,0.7878444262313609,0.40022493836981293,0.5873543013113692,2009
