topic_male,topic_female,women_male,women_female,gender_male,gender_female,bechdel_women_male,bechdel_women_female,bechdel_gender_male,bechdel_gender_female,x
nan,nan,nan,nan,nan,nan,0.2628261671830286,0.2538889888888889,1e-07,1e-07,1953
0.0005447275098037666,0.00038591558113275614,0.00010811958307673906,0.0001197419449462565,0.0,0.0,0.2523026346605537,0.2947980797979798,1e-07,1e-07,1954
0.000615685860267203,0.000593736223989899,0.00011568443321242002,0.0001644605361283502,0.0,0.0,0.23658834894626796,0.3114647464646464,1e-07,1e-07,1955
0.0006259175069895283,0.0007647597954184704,0.0001131156776566539,0.00018869516230472436,3.816503578509306e-07,0.0,0.24119782397827816,0.33813141313131306,1e-07,1e-07,1956
0.0008822285545219958,0.0007913102620851372,0.00015523762118330972,0.00019794584390454603,3.816503578509306e-07,0.0,0.2572151399955942,0.37979807979797975,0.005194905194805195,1e-07,1957
0.0009318659766308394,0.000944754098989899,0.00016472663336840522,0.00024259625200339515,3.816503578509306e-07,0.0,0.25606021041812943,0.32424252424242417,0.005194905194805195,1e-07,1958
0.0011869457732907992,0.0009195326354978356,0.00014629990363059978,0.0002124402403037541,3.816503578509306e-07,0.0,0.26310431838389636,0.34000009999999997,0.005194905194805195,1e-07,1959
0.0012451088658181327,0.0012468566809523808,0.0001462240243679653,0.00022143492950921036,3.816503578509306e-07,0.0,0.2634852707648488,0.35333343333333334,0.005194905194805195,1e-07,1960
0.001296986405662642,0.0026848018142857136,0.00014854708155051074,0.00030352315503230035,3.816503578509306e-07,0.0,0.25923230197169767,0.35333343333333334,0.005194905194805195,1e-07,1961
0.0013604761769127841,0.002508548409523809,0.0001508367850993112,0.0002615041270958271,5.281802730320892e-07,0.0,0.2751877750700279,0.4066667666666667,1.0000000000010001e-07,1e-07,1962
0.001376725958639158,0.0027132833380952375,0.00015912122373038355,0.000285586741024217,1.465299151811586e-07,0.0,0.2756783411077638,0.44000009999999995,0.0018868924528301888,1e-07,1963
0.0011737550829518262,0.003253287004761904,0.00012342889384715094,0.0003364333233022584,1.465299151811586e-07,0.0,0.28030699669370956,0.45333343333333326,0.0018868924528301888,1e-07,1964
0.001320644643555198,0.0030916942809523806,0.00012825526189826162,0.0003038178479699569,1.465299151811586e-07,0.0,0.3058919023540869,0.4400000999999999,0.0018868924528301888,1e-07,1965
0.0012948707642313159,0.008761033841666665,0.00015138475204037432,0.0008121584385737205,2.8446471671091073e-07,0.0,0.30142472417846883,0.47333343333333316,0.0018868924528301888,1e-07,1966
0.001286418334659487,0.009922279103571427,0.00015534167640507843,0.0009451507801160971,3.788569318451166e-07,0.0,0.29718730401956556,0.4283334333333332,0.003413610010082097,1e-07,1967
0.0019253043909679222,0.011452976009920634,0.00022245876492088952,0.0010929535539289281,5.596647268307741e-07,3.5863117652543773e-07,0.3244110236961154,0.39500009999999985,0.0032074898261594707,1e-07,1968
0.002126672603237217,0.014385881181349204,0.0002475761884211903,0.001323449114818693,4.131348116496155e-07,3.5863117652543773e-07,0.35080277627343504,0.4194445444444443,0.004586800170987057,0.011111211111111111,1969
0.0022664778588544518,0.019237698295634913,0.0002646785375240781,0.0017649449586620168,4.853492202728246e-07,3.5863117652543773e-07,0.3596606187046607,0.4061112111111109,0.004586800170987057,0.011111211111111111,1970
0.002425955015431713,0.02513786550126262,0.00029845576270694094,0.002354413073844218,6.334970172558244e-07,3.5863117652543773e-07,0.386148913019042,0.43944454444444425,0.006296201880388766,0.011111211111111111,1971
0.0026109373286822305,0.032597686320310244,0.00035831669395650474,0.0031841391181972197,7.272775750644578e-07,1.752441678166678e-06,0.4037687353191296,0.5008081808080805,0.006408828585431939,0.011111211111111111,1972
0.0029444243528412776,0.029345584845310243,0.0004132546390978801,0.0030478500372919833,5.893427735347058e-07,3.562088543677342e-06,0.4021124206193366,0.6074748474747472,0.006177431678843217,0.031111211111111113,1973
0.0032142175665038123,0.029505739574088707,0.00045231029629127974,0.003068546496843789,1.551997349480124e-06,3.562088543677342e-06,0.4102243087312247,0.5896970696969694,0.00479812133401563,0.026666766666666668,1974
0.0027205220118378857,0.031300327604346645,0.0004203253727232768,0.0033109667560438693,1.5395920013146579e-06,4.4412249582651535e-06,0.4105841084103223,0.6841898233201578,0.007345892034652572,0.026666766666666668,1975
0.0029102021196738092,0.03114729435910855,0.0004677324444273701,0.00355014297775944,1.9447784063721446e-06,5.497704346352292e-06,0.4125342709238652,0.7196064899868245,0.007044941029476215,0.03916676666666667,1976
0.0032125374646494284,0.029150041941251408,0.0005069039705134273,0.0035233456744287314,2.8700688153407363e-06,1.4309084419944938e-05,0.4169782764541832,0.7032428536231882,0.010224873875614868,0.049166766666666674,1977
0.003489309431563909,0.027678649806231255,0.0005243940260765735,0.0034260106851682647,3.0663582933570733e-06,4.2432899624705625e-05,0.41827062391102804,0.6799095202898549,0.013871139914569914,0.03750010000000001,1978
0.00387841473815342,0.03171319216221581,0.0005451153675626539,0.0035480692892301403,4.417323952591547e-06,6.246895816684215e-05,0.42680303110115336,0.663587681209395,0.017897985552153807,0.05841964022988507,1979
0.0036968363457320482,0.03374810753999359,0.0005299105575217303,0.0037706749050386242,6.160686398788867e-06,7.271318719552867e-05,0.4461587567117477,0.6995453780366571,0.028299855139286643,0.12328450509474995,1980
0.004065779237201566,0.041674171786152465,0.0005826747351190785,0.004276596279316286,1.3129280714074628e-05,8.932657757617401e-05,0.47073379313719704,0.6752398224811016,0.037925887193681986,0.12745117176141663,1981
